4451x.dcloud.cisco.com,Cisco 4451-X Integrated Services Router,17.3.3,198.18.133.145,FTX1815AHC8
c3850-1.dcloud.cisco.com,Cisco Catalyst38xx stack-able ethernet switch,16.12.5,198.18.128.24,FOC1715V0E5
c9300-1.dcloud.cisco.com,Cisco Catalyst 9300 Switch,17.3.3,198.18.128.23,FCW2131G050
